recode,yob,year,smsa,agesq,annwage,ind,occ,marchwt,state,metcode,division,race,age,vet,weeks,marital,class,esr,hrslw,hrsly,higratt,higrcomp,wageflag,esrflag,age2,educ,veteran,black,other,city,balsmsa,spsepres,lott1,lott2,lott3,lott4,lott5,lott6,lott7,lott8,lott9,lott10,lott11,lott12,lott13,college,someco,yr81,yr82,yr83,yr84,yr85,yob44,yob45,yob46,yob47,yob48,yob49,yob50,yob51,yob52,yob53,neweng,midatl,eastnth,westnth,sthatl,eaststh,weststh,mount,pacific
3,45,85,0.0,1521.0,99999.0,331.0,19.0,125830.0,93.0,2.0,9.0,1.0,39.0,6.0,52.0,8.0,1.0,1.0,60.0,60.0,17.0,1.0,0.0,0.0,40,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,50,85,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,52,85,0.0,1024.0,18000.0,360.0,518.0,59119.0,95.0,4.0,9.0,3.0,32.0,1.0,52.0,1.0,2.0,1.0,40.0,40.0,14.0,2.0,0.0,0.0,33,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,46,85,0.0,1444.0,14000.0,930.0,485.0,69240.0,95.0,4.0,9.0,3.0,38.0,6.0,52.0,1.0,4.0,1.0,40.0,40.0,13.0,2.0,0.0,0.0,39,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,45,85,0.0,1521.0,14500.0,401.0,808.0,69240.0,95.0,4.0,9.0,3.0,39.0,6.0,52.0,1.0,1.0,1.0,40.0,42.0,10.0,2.0,0.0,0.0,40,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,49,85,0.0,1225.0,30000.0,171.0,195.0,73870.0,95.0,1.0,9.0,3.0,35.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,36,18,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,49,85,0.0,1225.0,27000.0,421.0,883.0,74299.0,95.0,1.0,9.0,3.0,35.0,6.0,52.0,8.0,1.0,1.0,40.0,40.0,15.0,1.0,1.0,0.0,36,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,50,85,0.0,1156.0,32000.0,360.0,585.0,72306.0,95.0,1.0,9.0,1.0,34.0,6.0,52.0,8.0,2.0,1.0,16.0,40.0,13.0,1.0,0.0,0.0,35,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,51,85,0.0,1089.0,6000.0,932.0,889.0,72306.0,95.0,1.0,9.0,1.0,33.0,6.0,24.0,7.0,2.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,34,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,44,85,0.0,1681.0,13082.0,762.0,449.0,139041.0,95.0,1.0,9.0,3.0,41.0,6.0,52.0,8.0,1.0,7.0,0.0,35.0,17.0,1.0,0.0,0.0,41,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,49,85,0.0,1225.0,40000.0,530.0,243.0,157299.0,92.0,4.0,9.0,1.0,35.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,36,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,49,85,0.0,1296.0,24000.0,550.0,806.0,251655.0,93.0,3.0,9.0,1.0,36.0,1.0,52.0,1.0,1.0,1.0,60.0,50.0,15.0,1.0,0.0,0.0,36,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13,49,85,360.0,1296.0,25000.0,921.0,23.0,325553.0,93.0,2.0,9.0,1.0,36.0,6.0,52.0,1.0,3.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,36,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12,49,85,360.0,1225.0,25000.0,530.0,243.0,243832.0,93.0,2.0,9.0,1.0,35.0,6.0,52.0,1.0,5.0,1.0,50.0,50.0,15.0,1.0,0.0,0.0,36,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,85,360.0,1156.0,29000.0,850.0,128.0,145222.0,93.0,2.0,9.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,35,18,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,50,85,360.0,1156.0,24000.0,711.0,13.0,246363.0,93.0,2.0,9.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,35,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,49,85,360.0,1225.0,13200.0,60.0,558.0,264508.0,93.0,2.0,9.0,1.0,35.0,6.0,22.0,7.0,1.0,1.0,40.0,40.0,15.0,2.0,0.0,0.0,36,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,44,85,360.0,1600.0,55000.0,812.0,446.0,287813.0,93.0,1.0,9.0,1.0,40.0,5.0,48.0,1.0,1.0,1.0,55.0,50.0,19.0,1.0,0.0,0.0,41,18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,46,85,360.0,1444.0,30000.0,341.0,185.0,244132.0,93.0,1.0,9.0,1.0,38.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,39,14,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,50,85,360.0,1156.0,39000.0,60.0,869.0,242929.0,93.0,1.0,9.0,1.0,34.0,5.0,46.0,1.0,1.0,1.0,39.0,40.0,15.0,1.0,0.0,0.0,35,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,46,85,360.0,1444.0,31500.0,410.0,804.0,244132.0,93.0,1.0,9.0,1.0,38.0,1.0,46.0,1.0,1.0,1.0,40.0,52.0,13.0,1.0,0.0,0.0,39,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,52,85,0.0,1024.0,16000.0,930.0,37.0,242969.0,93.0,3.0,9.0,1.0,32.0,6.0,52.0,6.0,2.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,33,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,48,85,0.0,1296.0,31000.0,842.0,14.0,86734.0,88.0,4.0,8.0,1.0,36.0,6.0,52.0,4.0,4.0,1.0,55.0,50.0,18.0,1.0,0.0,0.0,37,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,52,85,0.0,1024.0,14800.0,10.0,479.0,30199.0,83.0,3.0,8.0,1.0,32.0,1.0,44.0,1.0,1.0,1.0,60.0,68.0,13.0,2.0,0.0,0.0,33,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8,45,85,0.0,1521.0,25988.0,410.0,804.0,280510.0,91.0,4.0,9.0,1.0,39.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,14.0,1.0,0.0,0.0,40,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,45,85,0.0,1521.0,30984.0,441.0,529.0,40316.0,81.0,4.0,8.0,1.0,39.0,6.0,52.0,1.0,1.0,1.0,80.0,70.0,13.0,1.0,0.0,0.0,40,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,46,85,0.0,1444.0,20000.0,462.0,337.0,39573.0,81.0,4.0,8.0,1.0,38.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,39,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,44,85,0.0,1681.0,25000.0,831.0,203.0,40316.0,81.0,4.0,8.0,1.0,41.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,41,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,48,85,0.0,1296.0,27121.0,530.0,538.0,79260.0,88.0,4.0,8.0,1.0,36.0,1.0,52.0,1.0,1.0,1.0,50.0,50.0,16.0,2.0,0.0,0.0,37,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,53,85,0.0,961.0,27000.0,42.0,75.0,80479.0,88.0,4.0,8.0,1.0,31.0,6.0,52.0,1.0,1.0,3.0,0.0,55.0,19.0,1.0,0.0,0.0,32,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13,49,85,0.0,1225.0,17726.0,200.0,849.0,40118.0,81.0,4.0,8.0,1.0,35.0,6.0,26.0,1.0,1.0,1.0,40.0,40.0,15.0,2.0,0.0,0.0,36,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9,49,85,0.0,1225.0,16774.0,921.0,5.0,40316.0,81.0,4.0,8.0,1.0,35.0,6.0,52.0,1.0,4.0,1.0,40.0,48.0,13.0,1.0,0.0,0.0,36,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14,45,85,0.0,1521.0,27000.0,871.0,19.0,243698.0,86.0,4.0,8.0,1.0,39.0,6.0,52.0,6.0,1.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,53,85,0.0,961.0,2167.0,762.0,435.0,226981.0,86.0,4.0,8.0,3.0,31.0,6.0,44.0,1.0,1.0,3.0,0.0,34.0,12.0,2.0,0.0,0.0,32,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5,50,85,0.0,1156.0,52150.0,42.0,47.0,39095.0,81.0,4.0,8.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,45.0,60.0,17.0,1.0,0.0,0.0,35,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13,47,85,0.0,1444.0,42368.0,242.0,19.0,38693.0,81.0,4.0,8.0,1.0,38.0,6.0,52.0,1.0,1.0,1.0,24.0,40.0,17.0,1.0,0.0,0.0,38,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,44,85,0.0,1600.0,57000.0,842.0,14.0,76473.0,81.0,4.0,8.0,1.0,40.0,6.0,52.0,6.0,4.0,1.0,40.0,40.0,18.0,2.0,1.0,0.0,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,47,85,0.0,1369.0,0.0,750.0,804.0,39095.0,81.0,4.0,8.0,1.0,37.0,6.0,51.0,1.0,6.0,1.0,70.0,60.0,14.0,1.0,0.0,0.0,38,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,53,85,0.0,1024.0,0.0,60.0,19.0,38502.0,81.0,4.0,8.0,1.0,32.0,6.0,40.0,1.0,6.0,1.0,40.0,66.0,13.0,1.0,0.0,0.0,32,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,50,85,0.0,1156.0,39000.0,400.0,558.0,19547.0,81.0,4.0,8.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,44.0,40.0,13.0,1.0,0.0,0.0,35,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,52,85,0.0,1024.0,38000.0,0.0,0.0,38361.0,81.0,4.0,8.0,1.0,32.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,33,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9,53,85,0.0,961.0,10500.0,230.0,856.0,41146.0,81.0,4.0,8.0,1.0,31.0,6.0,6.0,6.0,1.0,7.0,0.0,60.0,13.0,1.0,1.0,0.0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,53,85,0.0,961.0,0.0,0.0,0.0,54219.0,81.0,4.0,8.0,1.0,31.0,1.0,0.0,8.0,0.0,7.0,0.0,0.0,14.0,1.0,0.0,0.0,32,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10,47,85,0.0,1369.0,13400.0,930.0,79.0,38974.0,81.0,4.0,8.0,1.0,37.0,1.0,50.0,1.0,3.0,1.0,48.0,40.0,17.0,1.0,0.0,0.0,38,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,51,85,0.0,1089.0,15000.0,60.0,567.0,39573.0,81.0,4.0,8.0,1.0,33.0,6.0,38.0,1.0,1.0,5.0,0.0,40.0,14.0,2.0,0.0,0.0,34,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11,51,85,0.0,1156.0,18000.0,231.0,856.0,39573.0,81.0,4.0,8.0,1.0,34.0,6.0,42.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,1.0,0.0,34,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8,48,85,4480.0,1296.0,21500.0,831.0,447.0,130670.0,93.0,2.0,9.0,1.0,36.0,6.0,52.0,8.0,1.0,1.0,23.0,45.0,19.0,1.0,0.0,0.0,37,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,53,85,4480.0,961.0,27000.0,410.0,357.0,119861.0,93.0,2.0,9.0,1.0,31.0,6.0,52.0,1.0,1.0,1.0,60.0,40.0,15.0,1.0,1.0,0.0,32,14,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,49,85,4480.0,1296.0,27000.0,842.0,157.0,121706.0,93.0,2.0,9.0,1.0,36.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,36,18,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,48,85,4480.0,1296.0,33000.0,362.0,55.0,125594.0,93.0,2.0,9.0,3.0,36.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,37,16,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,50,85,4480.0,1156.0,20000.0,850.0,154.0,122936.0,93.0,2.0,9.0,1.0,34.0,6.0,52.0,6.0,1.0,1.0,50.0,40.0,19.0,1.0,0.0,0.0,35,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,47,85,4480.0,1369.0,28000.0,460.0,633.0,130670.0,93.0,2.0,9.0,1.0,37.0,1.0,52.0,7.0,1.0,1.0,42.0,40.0,15.0,2.0,0.0,0.0,38,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,49,85,4480.0,1225.0,25424.0,841.0,19.0,130670.0,93.0,2.0,9.0,1.0,35.0,6.0,52.0,7.0,1.0,1.0,40.0,50.0,18.0,1.0,0.0,0.0,36,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,52,85,4480.0,1024.0,0.0,751.0,19.0,119861.0,93.0,2.0,9.0,1.0,32.0,6.0,52.0,1.0,6.0,1.0,60.0,55.0,15.0,1.0,0.0,0.0,33,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,45,85,4480.0,1521.0,0.0,0.0,0.0,127155.0,93.0,2.0,9.0,1.0,39.0,6.0,0.0,8.0,0.0,6.0,0.0,0.0,13.0,1.0,0.0,0.0,40,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,85,4480.0,1089.0,0.0,0.0,0.0,122936.0,93.0,2.0,9.0,1.0,33.0,6.0,0.0,6.0,0.0,7.0,0.0,0.0,19.0,1.0,0.0,0.0,34,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,44,85,4480.0,1600.0,12000.0,120.0,243.0,71741.0,93.0,2.0,9.0,1.0,40.0,6.0,49.0,1.0,1.0,3.0,0.0,43.0,13.0,1.0,0.0,0.0,41,12,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,53,85,4480.0,961.0,28000.0,612.0,269.0,122936.0,93.0,2.0,9.0,1.0,31.0,6.0,51.0,8.0,1.0,1.0,40.0,40.0,14.0,2.0,0.0,0.0,32,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,44,85,4480.0,1600.0,3400.0,60.0,566.0,61804.0,93.0,2.0,9.0,1.0,40.0,6.0,20.0,6.0,1.0,1.0,12.0,40.0,10.0,1.0,1.0,0.0,41,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,52,85,4480.0,1024.0,36957.0,840.0,23.0,120455.0,93.0,2.0,9.0,1.0,32.0,6.0,52.0,1.0,1.0,1.0,40.0,41.0,19.0,1.0,0.0,0.0,33,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,45,85,4480.0,1521.0,34112.0,60.0,575.0,120876.0,93.0,2.0,9.0,1.0,39.0,1.0,52.0,1.0,4.0,1.0,42.0,40.0,16.0,2.0,0.0,0.0,40,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,47,85,4480.0,1369.0,25000.0,751.0,783.0,120455.0,93.0,2.0,9.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,38,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,44,85,4480.0,1600.0,21000.0,340.0,785.0,71004.0,93.0,2.0,9.0,1.0,40.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,9.0,1.0,0.0,0.0,41,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,52,85,4480.0,1089.0,25000.0,601.0,877.0,119861.0,93.0,2.0,9.0,1.0,33.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,33,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,47,85,4480.0,1444.0,28000.0,362.0,796.0,71004.0,93.0,2.0,9.0,1.0,38.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,18.0,2.0,0.0,0.0,38,16,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,47,85,4480.0,1369.0,18098.0,192.0,57.0,71004.0,93.0,2.0,9.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,7.0,1.0,0.0,0.0,38,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,45,85,4480.0,1521.0,20800.0,110.0,768.0,71004.0,93.0,2.0,9.0,1.0,39.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,6.0,1.0,0.0,0.0,40,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,48,85,4480.0,1296.0,0.0,0.0,0.0,71252.0,93.0,2.0,9.0,1.0,36.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,37,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,46,85,4480.0,1444.0,7518.0,242.0,783.0,71004.0,93.0,2.0,9.0,1.0,38.0,6.0,42.0,1.0,1.0,1.0,40.0,40.0,4.0,1.0,0.0,0.0,39,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,45,85,4480.0,1600.0,45000.0,42.0,633.0,123762.0,93.0,1.0,9.0,1.0,40.0,1.0,52.0,5.0,1.0,1.0,63.0,60.0,17.0,1.0,0.0,0.0,40,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,47,85,4480.0,1444.0,17000.0,60.0,19.0,60005.0,93.0,1.0,9.0,1.0,38.0,1.0,52.0,1.0,6.0,1.0,50.0,40.0,13.0,1.0,0.0,0.0,38,12,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,49,85,0.0,1225.0,12566.0,850.0,364.0,51723.0,82.0,4.0,8.0,1.0,35.0,6.0,52.0,8.0,3.0,2.0,0.0,40.0,19.0,1.0,0.0,0.0,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
